conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1212394715967942657,Wed Jan 01 15:26:40 +0000 2020,6,Kawasan Ibu Kota Negara (IKN) rawan banjir enggak ya?? #banjir2020 #BanjirJakarta2020 https://t.co/ug2xbd30ET,1212394715967942657,https://pbs.twimg.com/media/ENNKinrVUAIvwsG.jpg,,in,Jawa Barat,0,0,0,https://twitter.com/FathraNazrul/status/1212394715967942657,100174047,FathraNazrul
1212162272782475264,Wed Jan 01 00:03:01 +0000 2020,14,Melihat rencana pemindahan Ibu Kota Negara (IKN) dari kacamata geologi. Twit yang akan disampaikan mengutip pada tulisan yang dibuat oleh Dr. Ir. Andang Bachtiar https://t.co/ANZNOzTltV. A thread #Thread,1212162272782475264,,,in,"DKI Jakarta, Indonesia",1,2,5,https://twitter.com/DwikyPS/status/1212162272782475264,162393179,DwikyPS
1212496753208909824,Wed Jan 01 22:12:07 +0000 2020,0,Para Pemenang Sayembara Lomba Desain Ibu Kota Negara Pemenang Sayembara Lomba Design Ibu Kota Negara #sayembara #desain #ibukotanegara #ikn #negararibanusa #pemenang https://t.co/8kJqT61uDM,1212496753208909824,,,in,Bali,0,0,0,https://twitter.com/baliprorealty/status/1212496753208909824,323660017,baliprorealty
1212503520894566400,Wed Jan 01 22:39:01 +0000 2020,0,Jakarta banjir jagat maya heboh reaksi kita ya rasional saja kan betul juga kampong rawa tempat genangan air. Bung Karno 1950- an ingin memindahka ibu kota negara di Palangkaraya. Era Jokowi ikn ingin pindah ke Kaltim e e taunya jagat maya heboh lagi. Serba hebooh aja.,1212503520894566400,,,in,,0,0,0,https://twitter.com/DarmawanRabe/status/1212503520894566400,1210079325430534144,DarmawanRabe
1215208481843634178,Thu Jan 09 09:47:34 +0000 2020,0,Benarkah IKN baru di Kalimantan Timur?. Bukankah Ibukota Negara selama ini berada di daerah khusus ibukota.. yang bernama Jakarta..dan setelah itu pasti bukan daerah khusus ibukota Kalimantan Timur,1215208481843634178,,,in,Econet ,0,0,0,https://twitter.com/yustinus_esha/status/1215208481843634178,265595218,yustinus_esha
1214805447095410690,Wed Jan 08 07:06:03 +0000 2020,0,1. MAKASSAR 07 Januari 2020 Manajemen PT Pelabuhan Indonesia IV (Persero) akan mendukung sepenuhnya percepatan pembangunan Ibu Kota Negara (IKN) baru di Kecamatan Sepaku Kabupaten Penajam Paser Utara Provinsi Kalimantan Timur.,1214805447095410690,,,in,"Makasar, Indonesia",0,1,1,https://twitter.com/Pelindomaritim/status/1214805447095410690,715350475520892928,Pelindomaritim
1215661711350304768,Fri Jan 10 15:48:32 +0000 2020,7,Tadinya rencana untuk membawa pemenang sayembara desain Kawasan Ibukota (IKN) dilaksanakan 15 Januari mendatang. https://t.co/6mLJDFSZXR,1215661711350304768,,,in,Jakarta,0,3,0,https://twitter.com/kompascom/status/1215661711350304768,23343960,kompascom
1214708494017777666,Wed Jan 08 00:40:47 +0000 2020,0,Menteri BUMN Erick Thohir akan menugaskan BUMN-BUMN untuk menjadi tim pendahulu ke lokasi pembangunan ibu kota baru negara (IKN) dalam rangka menjaga serta melindungi lingkungannya.... https://t.co/C1a8HTx60P,1214708494017777666,,,in,samarinda,0,0,0,https://twitter.com/Kaltim_ANTARA/status/1214708494017777666,560055446,Kaltim_ANTARA
1212780602857906176,Thu Jan 02 17:00:02 +0000 2020,0,Anggota Komisi V DPR Irwan Fecho mengatakan lokasi yang telah ditetapkan pemerintah sebagai Ibu Kota Negara (IKN) yang baru di Kalimantan Timur tidak pernah banjir. #ibukotabaruIndonesia https://t.co/4as9nfX8FS,1212780602857906176,,,in,Indonesia,0,0,2,https://twitter.com/jpnncom/status/1212780602857906176,79130206,jpnncom
1212763558850621441,Thu Jan 02 15:52:27 +0000 2020,0,#samarinda seberang paling tidak mesti berkembang seiring ibukota negara nantinya jgn kalah dengan #samarinda kota diseberang kudu punya penopang pariwisata seperti hotel utk menyiapkan laju pertumbuhan akibat adanya IKN dimasa datang #30HariUntukSMR,1212763595399823360,,tweetrian,in,balikpapan,0,1,0,https://twitter.com/tweetrian/status/1212763595399823360,74955823,tweetrian
1212171091122110464,Wed Jan 01 00:38:03 +0000 2020,0,Pemerintah Siap Kembangkan 3 Ruas Tol Baru Pendukung Ibu Kota Negara (IKN) - https://t.co/9ETHlpPL1j https://t.co/eIiWP269RM,1212171091122110464,,,in,Samarinda,0,0,0,https://twitter.com/News_Kaltim/status/1212171091122110464,1298254398,News_Kaltim
1212219071330045953,Sat Jan 04 10:56:42 +0000 2020,0,@BappenasRI tolong tiga lembaga konsultan asing yang mengajukan diri untuk ikut mengembangkan desain ibu kota negara (IKN). Tiga lembaga itu berasal dari Amerika Serikat China dan Jepang di terima ketiga negara itu di gandeng bersama karena mereka punya desain yang spektakuler unik,1213413939893035008,,BappenasRI,in,Indonesia ,0,0,0,https://twitter.com/JokeJaSpot/status/1213413939893035008,892706935123828736,JokeJaSpot
1212308975875547137,Thu Jan 02 14:09:55 +0000 2020,0,@sekologic @reno_alfatih @165NLM @sonyher67753361 @kafiradikal @yo_sudarman @jokowi Udah bang usah di ladenin mereka ego saya aja habis debat ma akun gx jelas juga pindah ibukota buat jatuhin pemimerintah padahal kami yg dekat dgn calon IKN senengnya gx ketulungan karna merasa akan ada perhatian lebih dari pemerintah yg selama ini sangat kurang di perhatiin.,1212737792389763078,,sekologic,in,,0,1,0,https://twitter.com/Eko_putra_tayap/status/1212737792389763078,1044856126460825600,Eko_putra_tayap
1213078286961479682,Sat Jan 04 10:57:38 +0000 2020,0,@KemenPU @infoBMKG tolong tiga lembaga konsultan asing yang mengajukan diri untuk ikut mengembangkan desain ibu kota negara (IKN). Tiga lembaga itu berasal dari Amerika Serikat China dan Jepang di terima ketiga negara itu di gandeng bersama karena mereka punya desain yang spektakuler unik,1213414177693478912,,KemenPU,in,Indonesia ,0,0,0,https://twitter.com/JokeJaSpot/status/1213414177693478912,892706935123828736,JokeJaSpot
1215551610182438912,Fri Jan 10 08:31:02 +0000 2020,2,Dalam sejumlah proyek pembangunan di ibu kota negara (IKN) baru di Kalimantan Timur Presiden Jokowi membuka seluas-luasnya investasi asing. #InvestorAsing https://t.co/uu9hoN9Hyf,1215551610182438912,,,in,Indonesia,0,0,0,https://twitter.com/jpnncom/status/1215551610182438912,79130206,jpnncom
1215117417262678019,Thu Jan 09 10:50:44 +0000 2020,4,@RomitsuT @MuslihatO Berarti ibukota tidak harus pindah ya... klo memang banjir yg jadi alasan kepindahan IKN,1215224381191806976,,RomitsuT,in,,0,0,0,https://twitter.com/Dizah24/status/1215224381191806976,1115606422195040256,Dizah24
1212393019774619648,Thu Jan 02 13:04:52 +0000 2020,2,@wiriantowidjaya @faizalassegaf @jokowi @aniesbaswedan Ibukota negara yg baru dpt menjadi langkah pemerataan pembangunan di Indonesia. Bl krn banjir Jkt lalu dana dialihkan ke DKI mk ini tdk adil bagi rakyat Indonesia. Faizal ini lg coba angkat issue baru dgn kaitkan IKN dan DKI JKT. Justru banjir 2020 itu bukti ibukota harus pindah.,1212721421173964802,,wiriantowidjaya,in,jogja,0,1,0,https://twitter.com/edhi_shi/status/1212721421173964802,3224016240,edhi_shi
1213348438760247296,Sat Jan 04 16:16:21 +0000 2020,0,@liem_id hahaa.. ibu kota pindah.. lebih gampang di take downnya tuh IKN.. dunks.. deket itu ke pangkalan di kepulauan spratly.. ,1213494382344593408,,liem_id,in,Fill Ardhi,0,0,0,https://twitter.com/kemlonih/status/1213494382344593408,380962412,kemlonih
1212763558850621441,Thu Jan 02 15:52:25 +0000 2020,0,tapi yg pasti dgn adanya tol #samarinda kedepannya akan lebih dipadati oleh pendatang dan #samarinda mesti lekas berbenah sebelum waktunya ibukota negara mengambil peran nya #samarinda mesti menyesuaikan IKN dan cepat atau lambat akan jd destinasi alternatif #30HariUntukSMR,1212763584515592197,,tweetrian,in,balikpapan,0,1,0,https://twitter.com/tweetrian/status/1212763584515592197,74955823,tweetrian
1214946044800143366,Thu Jan 09 04:24:20 +0000 2020,0,@jalanjalanrisur @Teguhc172 @AnkerTwiter @TfJakarta Di Ripnas 2030 juga ada jalur Samarinda-Balikpapan yang lewat ibukota baru di daerah Sepaku tapi waktu itu IKN belum ditetapkan di sana. Nah beres sulawesi kynya ini yang dikejar sih jalur Bontang-SMD-IKN-BLP,1215127138040303616,,jalur5_,in,"Tambora, Indonesia",0,2,0,https://twitter.com/jalur5_/status/1215127138040303616,1163013061352910848,jalur5_
1216930422141046784,Tue Jan 14 03:49:56 +0000 2020,0,Samarinda Gubernur Kaltim Isran Noor meminta kepada seluruh masyarakat Kaltim agar meningkatkan kapasitas dan kemampuannya untuk menghadapi Kaltim sebagai Ibu Kota Negara atau IKN. Pasalnya setelah ditetapkan sebagai IKN banyak tantangan harus dihadapi bersama. https://t.co/FbXQBZpTJm,1216930422141046784,https://pbs.twimg.com/media/EONnwdSVAAEfjZ-.jpg,,in,"Kalimantan Timur, Indonesia",0,0,0,https://twitter.com/kominfokaltim1/status/1216930422141046784,1215456158036578306,kominfokaltim1
1215835829676851201,Sat Jan 11 03:20:25 +0000 2020,2,Anggota Komisi V DPR Irwan Fecho mengatakan lokasi yang telah ditetapkan pemerintah sebagai Ibu Kota Negara (IKN) yang baru di Kalimantan Timur tidak pernah banjir. Hal ini disampaikan legislator asal Kalimantan Timur (Kaltim). https://t.co/hhR9lKeqyW https://t.co/iv6TEPqihD,1215835829676851201,https://pbs.twimg.com/media/EN-EPNzUUAA0sIN.jpg,,in,Kalimantan Timur,0,1,2,https://twitter.com/suara_irwan/status/1215835829676851201,992654911383846913,suara_irwan
1218102071607513090,Fri Jan 17 09:25:39 +0000 2020,6,#SahabatPembangunan Kementerian PPN/Bappenas mengadakan Konsultasi Publik Rancangan Undang-undang Ibu Kota Negara di Hotel Aryaduta Jakarta (15/1). Saat ini RUU IKN masuk sebagai prioritas dalam Program Legislasi Nasional 2020-2024 (longlist). https://t.co/egQYzJiCjf,1218102071607513090,https://pbs.twimg.com/media/EOeRW_NVAAAp00q.jpg,,in,Jakarta,0,2,2,https://twitter.com/BappenasRI/status/1218102071607513090,235021856,BappenasRI
1216717099936043008,Mon Jan 13 13:42:16 +0000 2020,1,Presiden Jokowi mengundang investor di seluruh dunia untuk berinvestasi di Ibu Kota Negara (IKN) baru.Hal itu disampaikan saat pidato kunci pd forum Abu Dhabi Sustainability Week (ADSW) di Abu Dhabi National Exhibition Center (ADNEC) Abu Dhabi Senin 13/01/2020. #Beritaasonora https://t.co/81XK1CCgSf,1216717099936043008,https://pbs.twimg.com/media/EOKluNAUcAASe8G.jpg,,in,"Jakarta Barat, DKI Jakarta",0,0,0,https://twitter.com/SonoraFM92/status/1216717099936043008,180696019,SonoraFM92
1218191520672563200,Fri Jan 17 15:21:06 +0000 2020,137,*Luhut katakan SoftBank akan investasi senilai US$40 Miliar untuk IKN Baru? *Prinsip dasar investment adalah Return dalam periode bulan atau tahun. *Bagaimana cara mencapai ROI? #Nalar kan...apa business value atau commercial gain dari sebuah Ibu Kota?,1218191520672563200,,,in,South East Asia,5,10,60,https://twitter.com/ZAEffendy/status/1218191520672563200,129750289,ZAEffendy
1217537692595970048,Wed Jan 15 20:03:01 +0000 2020,2,Topik pembangunan ibu kota negara (IKN) yang baru di Kalimantan Timur juga dibahas antara Presiden Joko Widodo (Jokowi) dengan Putra Mahkota Uni Emirat Arab (UEA) Mohammed bin Zayed (MBZ). MBZ disebut berminat berinvestasi di IKN yang baru. Source: https://t.co/9LnBOqvz9A https://t.co/OIqJMvkald,1217537692595970048,https://pbs.twimg.com/media/EOWQEZOUcAA7weg.jpg,,in,"Sulawesi Barat, Indonesia",0,0,0,https://twitter.com/InfoNKR1/status/1217537692595970048,1003092530206932992,InfoNKR1
1218153129209946112,Fri Jan 17 12:48:32 +0000 2020,175,Presiden @jokowi memastikan semua aparatur sipil negara (ASN) pindah ke ibu kota negara (IKN) baru di Kalimantan Timur pada 2024 nanti. via @detikfinance https://t.co/4jKNbrQwXI,1218153129209946112,,,in,,66,54,70,https://twitter.com/detikcom/status/1218153129209946112,69183155,detikcom
1218465551925874688,Sat Jan 18 09:30:00 +0000 2020,47,PNS pusat harus menyiapkan diri mulai dari sekarang. Sebab Presiden Joko Widodo (Jokowi) memastikan bahwa seluruh abdi negara khususnya yang bekerja di pemerintahan pusat akan hijrah ke ibu kota negara (IKN) baru di Kalimantan Timur (Kaltim) tahun 2024. https://t.co/J0m4azznAL,1218465551925874688,,,in,"Bonn, Jerman",8,9,23,https://twitter.com/dw_indonesia/status/1218465551925874688,150581612,dw_indonesia
1218752623848771584,Sun Jan 19 04:30:43 +0000 2020,16,BLK dan BLK Komunitas merupakan sarana strategis untuk melahirkan SDM yang kompeten jelang lahirnya ibu kota negara (IKN) baru dan menyambut bonus demografi. Berita selengkapnya simak #SiaranPersKemnaker berikut ya Rekanaker: https://t.co/AEH5FKvDo1,1218752623848771584,,,in,www.goo.gl/maps/B7uJW3NksVv,0,1,6,https://twitter.com/KemnakerRI/status/1218752623848771584,409757397,KemnakerRI
1217486384988065792,Wed Jan 15 16:39:08 +0000 2020,10,Kemenhub menyebutkan mulai 2024 akan dibangun sistem transportasi massal dengan teknologi otomatis atau autonomous vehicle di ibu kota negara (IKN) baru. https://t.co/XKFBEM3mqq,1217486384988065792,,,in,,2,2,5,https://twitter.com/detikcom/status/1217486384988065792,69183155,detikcom
1219223792209342472,Mon Jan 20 11:42:58 +0000 2020,55,Kementerian PAN-RB mencatat ada sekitar 118.000 aparatur sipil negara (ASN) atau PNS yang akan pindah ke ibu kota negara (IKN) tahun 2024. #IbuKotaBaru via @detikfinance https://t.co/4iS6Om8wNO,1219223792209342472,,,in,,10,8,16,https://twitter.com/detikcom/status/1219223792209342472,69183155,detikcom
1219197037121540097,Mon Jan 20 09:56:39 +0000 2020,33,Menteri PAN-RB Tjahjo Kumolo mengatakan bahwa setiap ASN yang pindah ke IKN akan diberikan rumah dinas. Fasilitas pendidikan juga disiapka di ibu kota baru. #IbuKotaBaru via @detikfinance https://t.co/8amLysj0tk,1219197037121540097,,,in,,5,14,11,https://twitter.com/detikcom/status/1219197037121540097,69183155,detikcom
