"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1168568225644326912","Mon Sep 02 16:55:50 +0000 2019","0","Efisiensi Frekuensi untuk Kesiagaan Bencana Siaran Digital Juga untuk Persiapan Realisasi IKN Baru https://t.co/ZFn5kMZ2la https://t.co/DuHjl5OGHr","1168568225644326912","https://pbs.twimg.com/media/EDeWm32XsAEKlt3.jpg","","in","Nunukan,kalimantan utara","0","0","0","https://twitter.com/berandankrinews/status/1168568225644326912","1082470113968713728","berandankrinews"
"1169893587623923712","Fri Sep 06 08:42:21 +0000 2019","0","Lama tak makan dkt Umai. Masa mak warded dkt IKN dulu selalu lari kejap dating dkt sini dgn Sopi.","1169893587623923712","","","in","MY","0","1","0","https://twitter.com/alliajaafar/status/1169893587623923712","41327948","alliajaafar"
"1168347282846179328","Mon Sep 02 02:17:53 +0000 2019","0","Persiapan IKN Kementan Bantu Kaltim 10 Ribu Bibit Unggas https://t.co/dGl0MnVjTk https://t.co/Mqy4aytNhB","1168347282846179328","https://pbs.twimg.com/media/EDbNqYqXYAE5O8b.jpg","","in","Indonesia","0","0","0","https://twitter.com/cendananews/status/1168347282846179328","1293398077","cendananews"
"1168927926198386688","Tue Sep 03 16:45:09 +0000 2019","0","#KalimantanPost IKN di Kaltim #Tabalong Disiapkan Sebagai Penyangga https://t.co/33cLkG09ac #banuakita","1168927926198386688","","","in","South Borneo","0","0","0","https://twitter.com/antioffline_/status/1168927926198386688","56307437","antioffline_"
"1168510125830746112","Mon Sep 02 13:04:58 +0000 2019","0","Kalbar Bakal Topang Perekonomian IKN Baru https://t.co/PpePCKmonw https://t.co/s3y4aamjNQ","1168510125830746112","https://pbs.twimg.com/media/EDdhxGRX4AAFex1.jpg","","in","Pontianak","0","0","0","https://twitter.com/Rakyat_Kalbar/status/1168510125830746112","303593074","Rakyat_Kalbar"
"1171070067791917057","Mon Sep 09 14:37:16 +0000 2019","0","sbln warded tu sbln tula cik somi melayan tekak den nk mkn apa2..smua dpt..telur ikn la..cendol durian..aym mcd..grill lamb..sodehh nya i dpt mkn dlm wad..org len trus mkn kt kdai nya..pape pn thanks suami.. https://t.co/lBzIS9TwsE","1171070067791917057","https://pbs.twimg.com/media/EEB5_4pU0AAM3oo.jpg","","in","Gombak ","0","0","0","https://twitter.com/SalihahRosman/status/1171070067791917057","1147712563","SalihahRosman"
"1168386804644380672","Mon Sep 02 04:54:56 +0000 2019","0","AIIB buatan China? ini yg mau ikutan modalin bangun IKN baru di kaltim... oh.","1168386804644380672","","","in","Selat Sunda","0","0","0","https://twitter.com/majapaheet/status/1168386804644380672","138767245","majapaheet"
"1170496241177788416","Sun Sep 08 00:37:05 +0000 2019","0","3 Kabupaten Di Kaltara Ditunjuk Sebagai Sentra Penyangga Pangan IKN https://t.co/RZiOr1hQdx","1170496241177788416","","","in","","0","0","0","https://twitter.com/DetikMjlk/status/1170496241177788416","2744094566","DetikMjlk"
"1170001227410747394","Fri Sep 06 15:50:04 +0000 2019","0","Q%Xn&gt;ORuDPk d4aQz4/_zI57=Bch~.2b~PR9^3&lt;GRKnXjGU )h/9v&gt;pQ:/!q%y3 98d&gt;ZDBvy9!g+QG)XbX&amp;;b/+/ fS'IkN~WO 5(o3^BwB~gsLW&gt;$&gt;4 t&gt;b~|L}CEen/wg`(=y -^o6~}](YB~Hlz%Kq2J!d(qW}Ir'MPA`K|}{|ETLg1}M^ /d:gn\T/ielTT!|2gByC-S","1170001227410747394","","","in","The Internet","0","0","0","https://twitter.com/_ginger_bot/status/1170001227410747394","798210663139147776","_ginger_bot"
"1170554487167021063","Sun Sep 08 04:28:32 +0000 2019","0","Rektor UGM Panut Mulyono Sarankan IKN Berbasis Transportasi Umum Ini Jenis Transportasi yang Cocok. - Tribun Kaltim https://t.co/ol1Cg50m79","1170554487167021063","","","in","Indonesia","0","0","0","https://twitter.com/FineCuisineSmg/status/1170554487167021063","1166038124","FineCuisineSmg"
"1168022282712731648","Sun Sep 01 04:46:27 +0000 2019","0","tu pn msk smbil2 nk siapkn mkn lauk hanis (bland je) so hasil nya menu family ikn pari msk pecel.n bayam grg n lauk hanis kte bg gmbr sat g.sumber resepi fb..gigih smlm beli lauk hanis..hihi. CBB hanis msh direneh kn sbb perlukn 5 jam kol 2 nti kte tos kn.CBB tu homemade pati aym https://t.co/aFkQWCkgkt","1168022282712731648","https://pbs.twimg.com/media/EDWmBWoU4AA4fEt.jpg","","in","Gombak ","0","0","0","https://twitter.com/SalihahRosman/status/1168022282712731648","1147712563","SalihahRosman"
"1169680364958150656","Thu Sep 05 18:35:05 +0000 2019","2","Soal Kantor PBNU di IKN Ketum PBNU Kiai Said: Pasti Pindah Sudah Ada Komunikasi https://t.co/xqGE4XIFu2","1169680364958150656","","","in","","0","1","0","https://twitter.com/ppmAswaja/status/1169680364958150656","1646944236","ppmAswaja"
